Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,Binominal Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time
20180703-154726:713,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596971,15625,TRUE,58439,1y,10y,124956,250555,250555,1/1/1855,01/01/2015,52.1277318,251.3500163,2.77E-06,src/main/resources/valipop/results/batch54-fs/20180703-154726:713,0,0,0.6,0.3,TRUE,147,5052.801248,NONE,13,354.9558936
20180703-154734:002,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596953,15625,TRUE,58439,1y,10y,124984,250711,250711,1/1/1855,01/01/2015,45.57063348,262.9155479,3.23E-06,src/main/resources/valipop/results/batch54-fs/20180703-154734:002,0,0,0.6,0.3,TRUE,147,4706.190456,NONE,14,347.9623055
20180703-154643:744,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,666713,15625,TRUE,58439,1y,10y,139646,279614,279614,1/1/1855,01/01/2015,67.43920311,272.340854,2.72E-06,src/main/resources/valipop/results/batch54-fs/20180703-154643:744,0,0,0.6,0.3,TRUE,147,5177.826704,NONE,73,379.8119737
20180703-154643:090,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,650792,15625,TRUE,58439,1y,10y,136176,273366,273366,1/1/1855,01/01/2015,77.22792879,291.4557463,2.67E-06,src/main/resources/valipop/results/batch54-fs/20180703-154643:090,0,0,0.6,0.3,TRUE,147,5102.648288,NONE,11,370.1094372
20180703-155412:559,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592480,15625,TRUE,58439,1y,10y,123916,248906,248906,1/1/1855,01/01/2015,47.01862758,220.5846212,2.40E-06,src/main/resources/valipop/results/batch54-fs/20180703-155412:559,0,0,0.6,1,TRUE,147,5813.79976,NONE,11,314.8730491
20180703-155417:714,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,597519,15625,TRUE,58439,1y,10y,124959,251003,251003,1/1/1855,01/01/2015,44.26704535,218.7332079,2.51E-06,src/main/resources/valipop/results/batch54-fs/20180703-155417:714,0,0,0.6,1,TRUE,147,4975.119016,NONE,31,326.2118523
20180703-155421:483,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,665676,15625,TRUE,58439,1y,10y,139269,279222,279222,1/1/1855,01/01/2015,50.47276792,239.8619008,2.79E-06,src/main/resources/valipop/results/batch54-fs/20180703-155421:483,0,0,0.6,1,TRUE,147,5776.760592,NONE,14,334.7421518
20180703-155432:069,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,661749,15625,TRUE,58439,1y,10y,138616,277688,277688,1/1/1855,01/01/2015,48.27580722,246.7581913,1.84E-06,src/main/resources/valipop/results/batch54-fs/20180703-155432:069,0,0,0.6,1,TRUE,147,5886.6764,NONE,26,329.2755925
20180703-155832:927,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,593417,15625,TRUE,58439,1y,10y,124134,249449,249449,1/1/1855,01/01/2015,46.0088871,226.066817,3.21E-06,src/main/resources/valipop/results/batch54-fs/20180703-155832:927,0,0,0.6,1,TRUE,147,5459.56504,NONE,14,368.4451619
20180703-155827:410,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,611134,15625,TRUE,58439,1y,10y,127944,256585,256585,1/1/1855,01/01/2015,53.03289615,240.0826388,2.37E-06,src/main/resources/valipop/results/batch54-fs/20180703-155827:410,0,0,0.6,1,TRUE,147,5540.081016,NONE,4,354.9296444
20180703-155909:328,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596073,15625,TRUE,58439,1y,10y,124702,250275,250275,1/1/1855,01/01/2015,102.1541904,309.4242934,1.78E-06,src/main/resources/valipop/results/batch54-fs/20180703-155909:328,0,0,0.6,1,TRUE,147,5910.785832,NONE,21,370.3659051
20180703-155905:072,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,593605,15625,TRUE,58439,1y,10y,124157,249181,249181,1/1/1855,01/01/2015,103.6156515,312.2444415,2.83E-06,src/main/resources/valipop/results/batch54-fs/20180703-155905:072,0,0,0.6,1,TRUE,147,5755.882328,NONE,7,371.6076949
20180703-160409:020,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594988,15625,TRUE,58439,1y,10y,124433,249633,249633,1/1/1855,01/01/2015,42.35066639,358.3622504,4.18E-06,src/main/resources/valipop/results/batch54-fs/20180703-160409:020,0,0,0.6,0,TRUE,147,5748.190096,NONE,5,314.2614353
20180703-160357:571,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595194,15625,TRUE,58439,1y,10y,124517,249700,249700,1/1/1855,01/01/2015,48.67563389,373.0646035,2.29E-06,src/main/resources/valipop/results/batch54-fs/20180703-160357:571,0,0,0.6,0,TRUE,147,4617.932032,NONE,36,316.2129482
20180703-160449:603,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,598014,15625,TRUE,58439,1y,10y,125195,251206,251206,1/1/1855,01/01/2015,44.26743258,343.2243855,2.91E-06,src/main/resources/valipop/results/batch54-fs/20180703-160449:603,0,0,0.6,0,TRUE,147,5837.36588,NONE,10,324.1899721
20180703-155404:640,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,637112,15625,TRUE,58439,1y,10y,133393,267891,267891,1/1/1855,01/01/2015,112.7491718,508.0028896,3.15E-06,src/main/resources/valipop/results/batch54-fs/20180703-155404:640,0,0,0.6,0.3,TRUE,147,5010.569048,NONE,36,745.3594218
20180703-155403:247,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,659991,15625,TRUE,58439,1y,10y,138270,276942,276942,1/1/1855,01/01/2015,110.1637659,503.2158526,3.45E-06,src/main/resources/valipop/results/batch54-fs/20180703-155403:247,0,0,0.6,0.3,TRUE,147,4521.924976,NONE,36,753.2110147
20180703-160458:511,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596391,15625,TRUE,58439,1y,10y,124902,250166,250166,1/1/1855,01/01/2015,49.75279471,347.8714124,1.65E-06,src/main/resources/valipop/results/batch54-fs/20180703-160458:511,0,0,0.6,0,TRUE,147,5264.901664,NONE,10,311.6058605
20180703-160915:140,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,593717,15625,TRUE,58439,1y,10y,124320,249296,249296,1/1/1855,01/01/2015,46.90808336,390.6710837,2.31E-06,src/main/resources/valipop/results/batch54-fs/20180703-160915:140,0,0,0.6,0,TRUE,147,5722.432648,NONE,22,380.7182668
20180703-160917:523,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,655625,15625,TRUE,58439,1y,10y,137298,275425,275425,1/1/1855,01/01/2015,57.39647218,397.9274506,3.88E-06,src/main/resources/valipop/results/batch54-fs/20180703-160917:523,0,0,0.6,0,TRUE,147,5784.081832,NONE,22,361.0089777
20180703-161605:583,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594380,15625,TRUE,58439,1y,10y,124473,249341,249341,1/1/1855,01/01/2015,45.29344465,210.25619,2.86E-06,src/main/resources/valipop/results/batch54-fs/20180703-161605:583,0,0,0.3,0.6,TRUE,147,5749.334048,NONE,8,362.46489
20180703-161616:833,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,593264,15625,TRUE,58439,1y,10y,124261,249083,249083,1/1/1855,01/01/2015,49.77597687,212.1473018,1.81E-06,src/main/resources/valipop/results/batch54-fs/20180703-161616:833,0,0,0.3,0.6,TRUE,147,5909.405648,NONE,74,357.1219767
20180703-161642:765,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,638949,15625,TRUE,58439,1y,10y,133760,268036,268036,1/1/1855,01/01/2015,46.84186069,208.8042368,8.63E-06,src/main/resources/valipop/results/batch54-fs/20180703-161642:765,0,0,0.3,0.6,TRUE,147,5901.225808,NONE,23,354.7401045
20180703-161657:810,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,660267,15625,TRUE,58439,1y,10y,138174,277186,277186,1/1/1855,01/01/2015,49.98688604,219.4933781,2.28E-06,src/main/resources/valipop/results/batch54-fs/20180703-161657:810,0,0,0.3,0.6,TRUE,147,6099.841696,NONE,31,350.1427751
20180703-161215:800,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,660828,15625,TRUE,58439,1y,10y,138363,277427,277427,1/1/1855,01/01/2015,79.84271557,467.5339385,2.23E-06,src/main/resources/valipop/results/batch54-fs/20180703-161215:800,0,0,0.6,0,TRUE,147,5919.048808,NONE,9,357.9764564
20180703-161215:629,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,644267,15625,TRUE,58439,1y,10y,134778,270688,270688,1/1/1855,01/01/2015,74.63584586,534.6808839,2.52E-06,src/main/resources/valipop/results/batch54-fs/20180703-161215:629,0,0,0.6,0,TRUE,147,5834.354792,NONE,9,348.4093503
20180703-162255:660,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592519,15625,TRUE,58439,1y,10y,123933,248740,248740,1/1/1855,01/01/2015,61.46376547,221.6785995,2.98E-06,src/main/resources/valipop/results/batch54-fs/20180703-162255:660,0,0,0.3,0.6,TRUE,147,5835.238864,NONE,15,385.6951862
20180703-162255:682,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,610462,15625,TRUE,58439,1y,10y,127766,256281,256281,1/1/1855,01/01/2015,71.77336664,236.4589367,2.82E-06,src/main/resources/valipop/results/batch54-fs/20180703-162255:682,0,0,0.3,0.6,TRUE,147,5911.329552,NONE,70,385.0795338
20180703-162625:253,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,603417,15625,TRUE,58439,1y,10y,126250,253305,253305,1/1/1855,01/01/2015,48.18317599,212.5553282,2.79E-06,src/main/resources/valipop/results/batch54-fs/20180703-162625:253,0,0,0.3,0.3,TRUE,147,5867.74276,NONE,17,360.785578
20180703-162637:386,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594375,15625,TRUE,58439,1y,10y,124549,249475,249475,1/1/1855,01/01/2015,48.29087978,218.285026,2.16E-06,src/main/resources/valipop/results/batch54-fs/20180703-162637:386,0,0,0.3,0.3,TRUE,147,5982.791024,NONE,17,342.8923967
20180703-162655:440,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,599726,15625,TRUE,58439,1y,10y,125513,251793,251793,1/1/1855,01/01/2015,45.63961659,226.8082313,3.15E-06,src/main/resources/valipop/results/batch54-fs/20180703-162655:440,0,0,0.3,0.3,TRUE,147,5928.685976,NONE,43,348.6577918
20180703-162718:978,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,644671,15625,TRUE,58439,1y,10y,134801,270806,270806,1/1/1855,01/01/2015,48.29684737,236.1291157,1.51E-06,src/main/resources/valipop/results/batch54-fs/20180703-162718:978,0,0,0.3,0.3,TRUE,147,6059.25744,NONE,22,342.4184747
20180703-162732:384,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596372,15625,TRUE,58439,1y,10y,124857,250463,250463,1/1/1855,01/01/2015,91.76465413,232.294417,2.59E-06,src/main/resources/valipop/results/batch54-fs/20180703-162732:384,0,0,0.3,0.6,TRUE,147,6125.523608,NONE,21,370.3773935
20180703-161653:258,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,632081,15625,TRUE,58439,1y,10y,132355,265295,265295,1/1/1855,01/01/2015,104.6973229,486.6365162,3.38E-06,src/main/resources/valipop/results/batch54-fs/20180703-161653:258,0,0,0.6,1,TRUE,147,4521.433184,NONE,15,750.7608882
20180703-161653:279,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,661365,15625,TRUE,58439,1y,10y,138424,277538,277538,1/1/1855,01/01/2015,117.4347306,507.3276225,2.65E-06,src/main/resources/valipop/results/batch54-fs/20180703-161653:279,0,0,0.6,1,TRUE,147,5389.933072,NONE,13,746.7154864
20180703-162838:615,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,661739,15625,TRUE,58439,1y,10y,138542,277870,277870,1/1/1855,01/01/2015,68.89046687,246.2336131,2.53E-06,src/main/resources/valipop/results/batch54-fs/20180703-162838:615,0,0,0.3,0.6,TRUE,147,5850.410936,NONE,26,402.9027176
20180703-163406:292,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595897,15625,TRUE,58439,1y,10y,124741,249986,249986,1/1/1855,01/01/2015,51.68114315,272.3635779,2.81E-06,src/main/resources/valipop/results/batch54-fs/20180703-163406:292,0,0,0.3,0.3,TRUE,147,5867.48552,NONE,11,382.0160195
20180703-163430:874,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,599208,15625,TRUE,58439,1y,10y,125391,251701,251701,1/1/1855,01/01/2015,60.83145868,255.6885177,2.29E-06,src/main/resources/valipop/results/batch54-fs/20180703-163430:874,0,0,0.3,0.3,TRUE,147,5920.260472,NONE,18,372.4028727
20180703-163648:417,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592511,15625,TRUE,58439,1y,10y,123962,249069,249069,1/1/1855,01/01/2015,43.38371187,202.3603703,2.48E-06,src/main/resources/valipop/results/batch54-fs/20180703-163648:417,0,0,0.3,1,TRUE,147,6051.024384,NONE,12,356.4380437
20180703-163648:679,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594187,15625,TRUE,58439,1y,10y,124467,249359,249359,1/1/1855,01/01/2015,46.97964739,211.8658296,2.60E-06,src/main/resources/valipop/results/batch54-fs/20180703-163648:679,0,0,0.3,1,TRUE,147,6149.91964,NONE,13,348.1784017
20180703-163718:397,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594727,15625,TRUE,58439,1y,10y,124393,249687,249687,1/1/1855,01/01/2015,44.13958673,195.7353752,2.57E-06,src/main/resources/valipop/results/batch54-fs/20180703-163718:397,0,0,0.3,1,TRUE,147,5888.489848,NONE,18,360.2335458
20180703-163747:284,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,642539,15625,TRUE,58439,1y,10y,134413,269694,269694,1/1/1855,01/01/2015,45.08971245,210.3862507,4.43E-06,src/main/resources/valipop/results/batch54-fs/20180703-163747:284,0,0,0.3,1,TRUE,147,6160.56572,NONE,10,347.3213871
20180703-163911:364,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596969,15625,TRUE,58439,1y,10y,124897,250709,250709,1/1/1855,01/01/2015,81.23573342,379.7911533,2.16E-06,src/main/resources/valipop/results/batch54-fs/20180703-163911:364,0,0,0.3,0.3,TRUE,147,6110.854544,NONE,59,376.9202253
20180703-164041:971,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594332,15625,TRUE,58439,1y,10y,124332,249737,249737,1/1/1855,01/01/2015,61.94138926,374.5083166,3.54E-06,src/main/resources/valipop/results/batch54-fs/20180703-164041:971,0,0,0.3,0.3,TRUE,147,6158.38576,NONE,14,356.3529109
20180703-164554:432,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594063,15625,TRUE,58439,1y,10y,124322,249523,249523,1/1/1855,01/01/2015,48.00936099,220.5522342,3.13E-06,src/main/resources/valipop/results/batch54-fs/20180703-164554:432,0,0,0.3,1,TRUE,147,5929.890752,NONE,16,380.7896035
20180703-164601:377,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,664571,15625,TRUE,58439,1y,10y,139006,279052,279052,1/1/1855,01/01/2015,57.202662,221.8343578,2.09E-06,src/main/resources/valipop/results/batch54-fs/20180703-164601:377,0,0,0.3,1,TRUE,147,6162.672688,NONE,12,391.2310053
20180703-164720:011,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,633502,15625,TRUE,58439,1y,10y,132545,266312,266312,1/1/1855,01/01/2015,50.14399552,357.3056803,3.02E-06,src/main/resources/valipop/results/batch54-fs/20180703-164720:011,0,0,0.3,0,TRUE,147,6131.497528,NONE,14,351.3257321
20180703-164652:088,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592926,15625,TRUE,58439,1y,10y,124027,248924,248924,1/1/1855,01/01/2015,45.70996365,391.1270008,5.26E-06,src/main/resources/valipop/results/batch54-fs/20180703-164652:088,0,0,0.3,0,TRUE,147,5924.609048,NONE,16,349.610012
20180703-164657:433,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595598,15625,TRUE,58439,1y,10y,124643,249819,249819,1/1/1855,01/01/2015,49.70473914,395.8592855,2.90E-06,src/main/resources/valipop/results/batch54-fs/20180703-164657:433,0,0,0.3,0,TRUE,147,6069.141616,NONE,13,340.8976702
20180703-164751:542,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,617209,15625,TRUE,58439,1y,10y,129152,259268,259268,1/1/1855,01/01/2015,45.36594657,363.9388325,1.79E-06,src/main/resources/valipop/results/batch54-fs/20180703-164751:542,0,0,0.3,0,TRUE,147,6097.894328,NONE,10,337.6113865
20180703-163918:696,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,600875,15625,TRUE,58439,1y,10y,125787,252428,252428,1/1/1855,01/01/2015,96.92659149,816.7872913,3.04E-06,src/main/resources/valipop/results/batch54-fs/20180703-163918:696,0,0,0.6,0,TRUE,147,5711.028192,NONE,10,722.69897
20180703-163948:198,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,593063,15625,TRUE,58439,1y,10y,124138,248735,248735,1/1/1855,01/01/2015,100.1232822,834.9481798,2.43E-06,src/main/resources/valipop/results/batch54-fs/20180703-163948:198,0,0,0.6,0,TRUE,147,5933.041112,NONE,32,712.0968711
20180703-165400:842,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,597384,15625,TRUE,58439,1y,10y,125071,250816,250816,1/1/1855,01/01/2015,62.89356535,359.9255164,2.28E-06,src/main/resources/valipop/results/batch54-fs/20180703-165400:842,0,0,0.3,1,TRUE,147,6067.409936,NONE,8,397.4204272
20180703-170000:326,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596427,15625,TRUE,58439,1y,10y,124744,250672,250672,1/1/1855,01/01/2015,39.33692409,193.2721282,2.43E-06,src/main/resources/valipop/results/batch54-fs/20180703-170000:326,0,0,1,0.6,TRUE,147,5961.974176,NONE,10,297.0036362
20180703-165314:529,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,650168,15625,TRUE,58439,1y,10y,136199,273194,273194,1/1/1855,01/01/2015,65.34566196,345.1174334,2.72E-06,src/main/resources/valipop/results/batch54-fs/20180703-165314:529,0,0,0.3,1,TRUE,147,6060.733632,NONE,13,477.5060957
20180703-170005:505,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594575,15625,TRUE,58439,1y,10y,124435,249735,249735,1/1/1855,01/01/2015,48.82894343,203.8389129,2.62E-06,src/main/resources/valipop/results/batch54-fs/20180703-170005:505,0,0,1,0.6,TRUE,147,6132.296944,NONE,8,289.4422001
20180703-170000:573,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595763,15625,TRUE,58439,1y,10y,124700,250277,250277,1/1/1855,01/01/2015,47.28665478,198.6025984,2.89E-06,src/main/resources/valipop/results/batch54-fs/20180703-170000:573,0,0,1,0.6,TRUE,147,7029.56076,NONE,6,300.4790185
20180703-170019:952,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,631693,15625,TRUE,58439,1y,10y,132322,265286,265286,1/1/1855,01/01/2015,42.04460826,199.6038798,1.87E-06,src/main/resources/valipop/results/batch54-fs/20180703-170019:952,0,0,1,0.6,TRUE,147,5980.128392,NONE,20,289.8079976
20180703-165645:562,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,659106,15625,TRUE,58439,1y,10y,137876,276744,276744,1/1/1855,01/01/2015,51.60135893,404.5216135,3.41E-06,src/main/resources/valipop/results/batch54-fs/20180703-165645:562,0,0,0.3,0,TRUE,147,6100.11488,NONE,13,393.3576637
20180703-165713:320,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596156,15625,TRUE,58439,1y,10y,124810,250391,250391,1/1/1855,01/01/2015,55.09129912,400.2498371,2.18E-06,src/main/resources/valipop/results/batch54-fs/20180703-165713:320,0,0,0.3,0,TRUE,147,6314.986096,NONE,39,374.7110518
20180703-170855:991,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595041,15625,TRUE,58439,1y,10y,124491,249790,249790,1/1/1855,01/01/2015,42.37779785,191.9100794,2.58E-06,src/main/resources/valipop/results/batch54-fs/20180703-170855:991,0,0,1,0.3,TRUE,147,6106.252008,NONE,6,296.6602268
20180703-170912:878,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,653842,15625,TRUE,58439,1y,10y,136804,274869,274869,1/1/1855,01/01/2015,44.88920302,200.6172657,1.73E-06,src/main/resources/valipop/results/batch54-fs/20180703-170912:878,0,0,1,0.3,TRUE,147,6292.481464,NONE,16,281.170414
20180703-170912:685,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,597701,15625,TRUE,58439,1y,10y,124873,250446,250446,1/1/1855,01/01/2015,56.02044684,193.2382863,1.89E-06,src/main/resources/valipop/results/batch54-fs/20180703-170912:685,0,0,1,0.3,TRUE,147,5963.503792,NONE,14,295.7937944
20180703-170909:516,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,597578,15625,TRUE,58439,1y,10y,125299,250958,250958,1/1/1855,01/01/2015,66.42927568,214.4515899,2.56E-06,src/main/resources/valipop/results/batch54-fs/20180703-170909:516,0,0,1,0.3,TRUE,147,6037.446008,NONE,3,285.2758516
